uniq,relid,year,active_year,code_status,type_of_violence,source_article,source_original,conflict_id,conflict_name,dyad_id,dyad_name,side_a,side_a_id,side_b,side_b_id,where_location,where_prec,country,isocc,isonumber,gwno,region,adm1,adm2,lat,lng,geocomment,priogrid_gid,date_start,date_end,date_prec,event_type,deaths_a,deaths_b,civilian_deaths,unknown,best_est,high_est,low_est,deathsplit,dyad_unique,geom_wkt
18703,NIG-2000-2-256-1.2,2000,1,clear,2,Reuters 6-Mar-00 and Reuters 2000-03-20,,256,Ife - Modakeke,256,Ife - Modakeke,Ife ,1817,Modakeke,1818,Modakeke town  Osun state,1,Nigeria,NGA,566,475,Africa,Osun,Irewole,7.383333,4.266667,,140049,3/3/2000,3/3/2000,1,1,0,0,0,16,16,16,16,1,20256,POINT(4.266667 7.383333)
18629,NIG-1998-2-79-2,1998,1,clear,2,"Zinn, Anna, ""Theory versus Reality: Civil War Onset and Avoidance in Nigeria since 1960"" inUnderstanding Civil War: Evidence and Analysis.Paul Collier and Nicholas Sambanis 2005. Washington DC",,79,Hausa - Yoruba,79,Hausa - Yoruba,Hausa,1462,Yoruba,1562,Ibadan town  Oyo state,1,Nigeria,NGA,566,475,Africa,Oyo,Ibadan North,7.387778,3.896389,,140048,7/7/1998,7/13/1998,0,2,0,0,0,5,5,5,5,0,20079,POINT(3.896389 7.387778)
18631,NIG-1998-2-256-2,1998,1,clear,2,Reuters 14-jul-98,,256,Ife - Modakeke,256,Ife - Modakeke,Ife ,1817,Modakeke,1818,Osun State,4,Nigeria,NGA,566,475,Africa,Osun,,7.5,4.5,Only southwest Nigeria stated in the sources  but clashes between the Ife and Modakeke during this year took place in Osun state.,140770,7/13/1998,7/13/1998,1,1,0,0,0,7,7,7,7,0,20256,POINT(4.5 7.5)
18632,NIG-1998-3-475-7,1998,0,clear,3,Reuters 1998-07-20  ""At least 14 die in Nigerian traffic bribes row. "",Daily Times newspaper,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Ondo town  Ondo State (police checkpoint near),1,Nigeria,NGA,566,475,Africa,Ondo,Ondo,7.1,4.833333,,140050,7/18/1998,7/18/1998,1,1,0,0,1,0,1,1,1,0,30475,POINT(4.833333 7.1)
18633,NIG-1998-3-475-8,1998,0,clear,3,Radio Kudirat Nigeria 1998-07-29  Reuters 1/8 1998,witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,7/29/1998,7/29/1998,1,1,0,0,0,0,0,1,0,0,30475,POINT(5.75 5.5167)
18634,NIG-1998-3-475-9,1998,0,clear,3,Reuters 1998-08-11  ""Nigeria's Ogonis say military repression continues. "",faxed statement from Nigeria's Movement for the Survival of the Ogoni People (MOSOP),475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Khana LGA  Rivers state (Sogho town),3,Nigeria,NGA,566,475,Africa,Rivers,Khana,4.673663,7.362008,"Unknown location, coded by ADM2, with Bori as centroid",136455,8/5/1998,8/5/1998,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.362008 4.673663)
18635,NIG-1998-2-256-4,1998,1,clear,2,Reuters 20-Aug-98  ""At least 14 killed in southwest Nigeria clashes."",,256,Ife - Modakeke,256,Ife - Modakeke,Ife ,1817,Modakeke,1818,Ife Central  Osun State (Ogudu village),3,Nigeria,NGA,566,475,Africa,Osun,Ife Central,7.466667,4.566667,"Unknown location, coded by ADM2, Ife Central, with Ife-Ife as centroid.",140050,8/18/1998,8/18/1998,1,1,0,0,0,14,14,20,14,0,20256,POINT(4.566667 7.466667)
18636,NIG-1998-2-374-1,1998,1,clear,2,"Reuters News, 24 August 1998, 50 killed in fighting over Nigeria boundary tax.",witnesses,374,Urhobo - Bini,374,Urhobo - Bini,Urhobo,1820,Bini,1901,Ethiope West LGA  Delta State,3,Nigeria,NGA,566,475,Africa,Delta,Ethiope West,5.9,5.733333,Unknownlocation  coded by ADM2. Michaga used as centroid.,137892,8/19/1998,8/19/1998,1,1,0,0,0,50,50,50,50,0,20374,POINT(5.733333 5.9)
18637,NIG-1998-3-475-10,1998,0,clear,3,Reuters 1998-09-12,witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Ramat shopping center),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,9/12/1998,9/12/1998,1,1,0,0,0,0,0,2,0,0,30475,POINT(7.43828 10.522239)
18638,NIG-1998-3-475-11,1998,0,clear,3,Reuters 1998-09-18,witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kano town  Kano State,1,Nigeria,NGA,566,475,Africa,Kano,Kano,11.994354,8.513807,,146538,9/18/1998,9/18/1998,1,1,0,0,0,0,0,5,0,0,30475,POINT(8.513807 11.994354)
18639,NIG-1998-2-257-1,1998,0,clear,2,Reuters 24-Sep-98,police commander in the Ondo State capital,257,Ijaw - Ilaje,257,Ijaw - Ilaje,Ijaw,1477,Ilaje,1819,Ilaje area  Ondo State (Apata area),2,Nigeria,NGA,566,475,Africa,Ondo,Ilaje,6.349648,4.803259,Igbokoda used as centroid.,138610,9/24/1998,9/24/1998,1,1,0,0,0,23,23,23,23,0,20257,POINT(4.803259 6.349648)
18640,NIG-1998-3-475-12,1998,0,clear,3,Reuters 1998-09-26,witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Lagos town. Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Lagos,6.453056,3.395833,,138607,9/26/1998,9/26/1998,1,1,0,0,3,0,3,3,3,0,30475,POINT(3.395833 6.453056)
18643,NIG-1998-2-86-2,1998,0,clear,2,Reuters 16-Oct.98,,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,10/16/1998,10/16/1998,1,1,0,0,0,1,1,1,1,0,20086,POINT(5.75 5.5167)
18644,NIG-1998-2-86-3,1998,0,clear,2,Reutres 22-Oct.98,police source,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,10/22/1998,10/22/1998,1,1,0,0,0,6,6,6,6,0,20086,POINT(5.75 5.5167)
18646,NIG-1998-2-266-1,1998,1,clear,2,"Reuters 18-dec-98 ""At least 32 dead in Nigerian ethnic clashes.""",,266,Igbo - Tiv,266,Igbo - Tiv,Igbo,1476,Tiv,1911,Gboko town  Benue state,1,Nigeria,NGA,566,475,Africa,Benue,Gboko,7.3179,8.9951,,140058,12/11/1998,12/18/1998,0,2,0,0,0,32,32,32,32,0,20266,POINT(8.9951 7.3179)
18647,NIG-1998-3-475-14,1998,0,clear,3,Reuters 1998-12-31,residents,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Yenagoa town  Bayelsa state,1,Nigeria,NGA,566,475,Africa,Bayelsa,Northern,4.924722,6.264167,,136453,12/30/1998,12/30/1998,1,1,0,0,0,0,0,7,0,0,30475,POINT(6.264167 4.924722)
18648,NIG-1999-2-253-1,1999,1,clear,2,"Zinn, Anna, "Theory versus Reality: Civil War Onset and Avoidance in Nigeria since 1960"" inUnderstanding Civil War: Evidence and Analysis.Paul Collier and Nicholas Sambanis 2005. Washington DC Reuters News 28/3-1999  ""At least 100 dead in 3 months of Nigerian clashes."" ,,253,Fulani - Wurukum,253,Fulani - Wurukum,Fulani,1461,Wurukum,1814,Taraba State,4,Nigeria,NGA,566,475,Africa,Taraba,,8,10.5,,141502,1/1/1999,3/28/1999,0,2,0,0,0,100,100,100,100,0,20253,POINT(10.5 8)
18676,NIG-1999-2-268-3,1999,1,clear,2,"Reuters 10-Jun-99 ""Five dead in new Nigerian Niger Delta clash.""",,268,Urhobo  Ijaw - Itsekiri,268,Urhobo  Ijaw - Itsekiri,Urhobo  Ijaw,547501,Itsekiri,1480,Oboro village  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Bomadi,5.187601,5.880154,,137172,6/9/1999,6/9/1999,1,1,0,0,0,5,5,5,5,0,20268,POINT(5.880154 5.187601)
18650,NIG-1999-3-475-1,1999,0,clear,3,Reuters 1999-01-01  ""FOCUS-Deaths reach 19 in Nigeria oil region unrest. "",representative of Niger Delta Human and Environmental Rescue group,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaiama town  Bayelsa state,1,Nigeria,NGA,566,475,Africa,Bayelsa,Kolokuma-Opokuma,5.133333,6.3,Coordinate from GeoHack.,137173,1/1/1999,1/1/1999,1,1,0,0,0,0,0,8,0,0,30475,POINT(6.3 5.133333)
18651,NIG-1999-3-475-2,1999,0,clear,3,Reuters 1999-01-01,representative of Niger Delta Human and Environmental Rescue group,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Ekeki village  Bayelsa State (outskirts of Yenegoa),2,Nigeria,NGA,566,475,Africa,Bayelsa,Yenegoa,4.924722,6.264167,,136453,1/1/1999,1/1/1999,1,1,0,0,0,0,0,4,0,0,30475,POINT(6.264167 4.924722)
18652,NIG-1999-3-475-3,1999,0,clear,3,Reuters 1999-01-05,Daily Times newspaper,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Lagos town. Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Lagos,6.453056,3.395833,,138607,1/4/1999,1/4/1999,1,1,0,0,0,0,0,5,0,0,30475,POINT(3.395833 6.453056)
18653,NIG-1999-3-475-4,1999,0,clear,3,Reuters 1999-01-16,witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Lagos town. Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Lagos,6.453056,3.395833,,138607,1/16/1999,1/16/1999,1,1,0,0,0,0,0,1,0,0,30475,POINT(3.395833 6.453056)
18657,NIG-1999-3-475-6,1999,0,clear,3,Reuters 1999-02-01,local officials,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Forcados oil export terminal  Delta State (near),2,Nigeria,NGA,566,475,Africa,Delta,Burutu,5.358858,5.438272,,137171,1/30/1999,1/30/1999,1,1,0,0,0,0,0,19,0,0,30475,POINT(5.438272 5.358858)
18659,NIG-1999-3-475-7,1999,0,clear,3,Reuters 1999-02-09,PM News newspaper,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Obama flowstation (near)  Bayelsa State,3,Nigeria,NGA,566,475,Africa,Bayelsa,Nembe,4.539402,6.400344,Unknown location  coded by ADM2 with Nembe as centroid,136453,2/6/1999,2/6/1999,1,1,0,0,3,0,3,3,3,0,30475,POINT(6.400344 4.539402)
18661,NIG-1999-2-267-1,1999,1,clear,2,Reuters 23-Apr-99,police spokesman,267,Aguleri - Umuleri,267,Aguleri - Umuleri,Aguleri,1828,Umuleri,1827,Aguleri town (area)  Anambra State,2,Nigeria,NGA,566,475,Africa,Anambra,Anambra,6.322409,6.890214,,138614,4/2/1999,4/23/1999,0,2,0,0,0,97,97,97,97,0,20267,POINT(6.890214 6.322409)
18662,NIG-1999-3-475-8,1999,0,clear,3,Reuters 1999-04-15,local newspapers,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Ketu town  Lagos state,1,Nigeria,NGA,566,475,Africa,Lagos,Epe,6.634832,3.880523,,139328,4/13/1999,4/13/1999,1,1,0,0,0,0,0,2,0,0,30475,POINT(3.880523 6.634832)
18663,NIG-1999-3-475-9,1999,0,clear,3,Reuters 1999-04-21,villagers and company officials,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Ikebiri town  Bayelsa State (oil installation of Agip in),1,Nigeria,NGA,566,475,Africa,Bayelsa,Sagbama,4.705803,5.998798,,136452,4/19/1999,4/19/1999,1,1,0,0,0,0,0,4,0,0,30475,POINT(5.998798 4.705803)
18666,NIG-1999-2-86-1.1,1999,1,clear,2,Reuters 7-May-99,,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Ogidigben village  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri North,5.551501,5.183744,,137891,5/6/1999,5/6/1999,1,1,0,0,0,0,0,5,0,1,20086,POINT(5.183744 5.551501)
18667,NIG-1999-2-86-1.2,1999,1,clear,2,Reuters 7-May-99,,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Madagho village  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri North,5.598994,5.226263,,137891,5/6/1999,5/6/1999,1,1,0,0,0,0,0,5,0,1,20086,POINT(5.226263 5.598994)
18668,NIG-1999-2-86-2,1999,1,clear,2,Reuters 8-May-99,,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,5/7/1999,5/7/1999,1,1,0,0,0,13,13,13,13,0,20086,POINT(5.75 5.5167)
18670,NIG-1999-2-255-1,1999,1,clear,2,"Zinn, Anna, ""Theory versus Reality: Civil War Onset and Avoidance in Nigeria since 1960"" inUnderstanding Civil War: Evidence and Analysis.Paul Collier and Nicholas Sambanis 2005. Washington DC SOURCE2: ""NIGERIA-CLASHES STATE OF SIEGE DECLARED AFTER 100 PEOPLE KILLED IN RIOTS""  EFE News Service 26 May 1999",,255,Hausa - Ninzam,255,Hausa - Ninzam,Hausa,1462,Ninzam,1816,Kafachan town  Kaduna state,1,Nigeria,NGA,566,475,Africa,Kaduna,Zangon-Kataf,9.583333,8.3,,143657,5/21/1999,5/21/1999,1,1,0,0,0,100,100,100,100,0,20255,POINT(8.3 9.583333)
18672,NIG-1999-2-86-3,1999,1,clear,2,Reuters 02-Jun-99,military sources,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Arunton village  Delta State,1,Nigeria,NGA,566,475,Africa,Delta,Warri North,5.580064,5.1792,Arunton is just by the Escravos tanker farm  which is coded here.,137891,5/29/1999,6/1/1999,0,2,0,0,0,100,100,100,100,0,20086,POINT(5.1792 5.580064)
18673,NIG-1999-2-268-1,1999,1,clear,2,"Reuters 5-Jun-99 ""FOCUS-Seven dead in Nigeria oil town clashes.""",,268,Urhobo  Ijaw - Itsekiri,268,Urhobo  Ijaw - Itsekiri,Urhobo  Ijaw,547501,Itsekiri,1480,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,6/4/1999,6/4/1999,1,1,0,0,0,14,14,14,14,0,20268,POINT(5.75 5.5167)
18674,NIG-1999-2-268-2,1999,1,clear,2,"Reuters 7-Jun-99 ""FOCUS-Nigerian troops given shoot order in oil town.""",,268,Urhobo  Ijaw - Itsekiri,268,Urhobo  Ijaw - Itsekiri,Urhobo  Ijaw,547501,Itsekiri,1480,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,6/6/1999,6/6/1999,1,1,0,0,0,0,0,4,0,0,20268,POINT(5.75 5.5167)
18675,NIG-1999-2-268-4,1999,1,clear,2,"Reuters 11/6-1999 ""Nigerian President in Warri after ethnic clashes.""",,268,Urhobo  Ijaw - Itsekiri,268,Urhobo  Ijaw - Itsekiri,Urhobo  Ijaw,547501,Itsekiri,1480,Warri town (around)  Delta state,2,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,6/7/1999,6/12/1999,2,3,0,0,0,20,20,175,20,0,20268,POINT(5.75 5.5167)
18679,NIG-1999-2-267-2,1999,1,clear,2,"Zinn, Anna, ""Theory versus Reality: Civil War Onset and Avoidance in Nigeria since 1960"" inUnderstanding Civil War: Evidence and Analysis.Paul Collier and Nicholas Sambanis 2005. Washington DC",,267,Aguleri - Umuleri,267,Aguleri - Umuleri,Aguleri,1828,Umuleri,1827,Otuocha village  Anambra State,1,Nigeria,NGA,566,475,Africa,Anambra,Anambra,6.338343,6.846102,,138614,7/1/1999,7/31/1999,0,2,0,0,0,323,323,323,0,0,20267,POINT(6.846102 6.338343)
18680,NIG-1999-2-79-1,1999,1,clear,2,Reuters 18-jul-99,,79,Hausa - Yoruba,79,Hausa - Yoruba,Hausa,1462,Yoruba,1562,Shagamu town  Ogun state,1,Nigeria,NGA,566,475,Africa,Ogun,Shagamu,6.843226,3.647763,,139328,7/17/1999,7/18/1999,2,3,0,0,0,60,60,60,60,0,20079,POINT(3.647763 6.843226)
18681,NIG-1999-2-79-2,1999,1,clear,2,Reuters 23-jul-99,police commisioner,79,Hausa - Yoruba,79,Hausa - Yoruba,Hausa,1462,Yoruba,1562,Kano town  Kano state,1,Nigeria,NGA,566,475,Africa,Kano,Kano,11.994354,8.513807,,146538,7/22/1999,7/22/1999,1,1,0,0,0,3,3,3,3,0,20079,POINT(8.513807 11.994354)
18682,NIG-1999-2-79-3,1999,1,clear,2,Reuters 26-jul-99,governor official,79,Hausa - Yoruba,79,Hausa - Yoruba,Hausa,1462,Yoruba,1562,Kano town  Kano state,1,Nigeria,NGA,566,475,Africa,Kano,Kano,11.994354,8.513807,,146538,7/24/1999,7/25/1999,2,3,0,0,0,30,30,70,30,0,20079,POINT(8.513807 11.994354)
18684,NIG-1999-2-257-1,1999,1,clear,2,Reuters 3-Aug-99,local newspaper,257,Ijaw - Ilaje,257,Ijaw - Ilaje,Ijaw,1477,Ilaje,1819,Oroto town  Ondo state,1,Nigeria,NGA,566,475,Africa,Ondo,Ilaje,6.07331,4.809321,,138610,7/31/1999,8/2/1999,2,3,0,0,0,50,50,50,50,0,20257,POINT(4.809321 6.07331)
18685,NIG-1999-3-475-10,1999,0,clear,3,Reuters 1999-08-11,PM News newspaper,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Lebambo village  Taraba State,4,Nigeria,NGA,566,475,Africa,Taraba,,8,10.5,Unknown location  coded by ADM1,141502,8/10/1999,8/10/1999,1,1,0,0,0,0,0,200,0,0,30475,POINT(10.5 8)
18686,NIG-1999-3-475-11,1999,0,clear,3,Reuters 1999-09-13  ""Dozens feared killed in Niger Delta - paper.", Reuters 1999-09-13, ""FOCUS-Nigerian police deny Niger Delta killings. """,govt-owned Daily Times,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Bayelsa state (creek on border of Bayelsa and Rivers state),4,Nigeria,NGA,566,475,Africa,Bayelsa,,4.75,6.083333,,136453,9/6/1999,9/12/1999,3,1,0,0,0,0,0,50,0,0,30475,POINT(6.083333 4.75)
18687,NIG-1999-3-475-12,1999,0,clear,3,Reuters 1999-09-13,residents,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Yenagoa town  Bayelsa state,1,Nigeria,NGA,566,475,Africa,Bayelsa,Northern,4.924722,6.264167,,136453,9/6/1999,9/12/1999,3,1,0,0,0,0,0,3,0,0,30475,POINT(6.264167 4.924722)
18689,NIG-1999-2-257-2,1999,1,clear,2,Reuters 28-Sep-99,,257,Ijaw - Ilaje,257,Ijaw - Ilaje,Ijaw,1477,Ilaje,1819,Oroto town (near)  Ondo state,2,Nigeria,NGA,566,475,Africa,Ondo,Ilaje,6.07331,4.809321,,138610,9/20/1999,9/26/1999,3,1,0,0,0,20,20,20,20,0,20257,POINT(4.809321 6.07331)
18690,NIG-1999-2-264-1,1999,1,clear,2,"Reuters 26-Nov-99 ""CHRONOLOGY-Bloody toll in new Nigerian democracy.""",,264,Okrika - Eleme,264,Okrika - Eleme,Okrika,1912,Eleme,1826,Port Harcourt town  Rivers State,1,Nigeria,NGA,566,475,Africa,Rivers,Port Harcourt,4.777423,7.013404,,136455,10/4/1999,10/4/1999,1,1,0,0,0,25,25,30,25,0,20264,POINT(7.013404 4.777423)
18691,NIG-1999-3-475-13,1999,0,clear,3,Reuters 1999-10-30  ""Nigerian police kill 4 in U.S. oil firm's offices. "",community leaders,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Rivers State (offices belonging to US oil service company in ),4,Nigeria,NGA,566,475,Africa,Rivers,,4.75,6.833333,,136454,10/29/1999,10/29/1999,1,1,0,0,0,0,0,4,0,0,30475,POINT(6.833333 4.75)
18693,NIG-1999-3-475-14,1999,0,clear,3,Reuters 1999-11-15,community leaders,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Bayelsa state (near a spill from a pipeline carrying crude oil to Agip's Brass Terinal in),4,Nigeria,NGA,566,475,Africa,Bayelsa,,4.75,6.083333,,136453,11/13/1999,11/14/1999,2,1,0,0,0,0,0,3,0,0,30475,POINT(6.083333 4.75)
18694,NIG-1999-2-438-1,1999,1,clear,2,Reuters 18-Nov-99,,438,Oleh - Olmoro,438,Oleh - Olmoro,Oleh,2003,Olmoro,2004,Olomora village  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,IsokoSou,5.412096,6.139415,,137173,11/16/1999,11/16/1999,1,1,0,0,0,47,47,47,47,0,20438,POINT(6.139415 5.412096)
18695,NIG-1999-3-475-15,1999,0,clear,3,Reuters 1999-11-24,Ijaw groups,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Odi village  Delta State,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.566667,5.716667,,137892,11/20/1999,11/24/1999,2,3,0,0,0,0,0,200,0,0,30475,POINT(5.716667 5.566667)
18697,NIG-1999-3-475-16,1999,0,clear,3,Reuters 1999-12-06,govt-owned Daily Times,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,12/4/1999,12/5/1999,2,1,0,0,0,0,0,10,0,0,30475,POINT(5.75 5.5167)
18700,NIG-2000-2-77-1,2000,1,clear,2,Reuters 24-Feb-00 and 1-Mar-00,police sources,77,Hausa - Igbo,77,Hausa - Igbo,Igbo,1476,Hausa,1462,Kaduna town  Kaduna State,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,2/21/2000,2/24/2000,2,3,0,0,0,400,400,600,100,0,20077,POINT(7.43828 10.522239)
18701,NIG-2000-2-77-2,2000,1,clear,2,Reuters 28-Feb-00,,77,Hausa - Igbo,77,Hausa - Igbo,Igbo,1476,Hausa,1462,Aba town  Abia state,1,Nigeria,NGA,566,475,Africa,Abia,Aba,5.106576,7.366667,,137175,2/28/2000,2/28/2000,1,1,0,0,0,50,50,50,50,0,20077,POINT(7.366667 5.106576)
18702,NIG-2000-2-256-1.1,2000,1,clear,2,Reuters 6-Mar-00 and Reuters 2000-03-20,,256,Ife - Modakeke,256,Ife - Modakeke,Ife ,1817,Modakeke,1818,Ife town  Osun state,1,Nigeria,NGA,566,475,Africa,Osun,Ife Central,7.466667,4.566667,,140050,3/3/2000,3/3/2000,1,1,0,0,0,16,16,16,16,1,20256,POINT(4.566667 7.466667)
18710,NIG-2000-3-475-1,2000,0,clear,3,Reuters 2000-03-21,witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,"Risiga suburb, Kaduna town, Kaduna State",2,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,Coded as near Kaduna.,145095,3/20/2000,3/20/2000,1,1,0,0,0,0,0,4,0,0,30475,POINT(7.43828 10.522239)
18712,NIG-2000-2-256-4.1,2000,1,clear,2,Reuters 8-May-00,police,256,Ife - Modakeke,256,Ife - Modakeke,Ife ,1817,Modakeke,1818,Ife town  Osun state,1,Nigeria,NGA,566,475,Africa,Osun,Ife Central,7.466667,4.566667,,140050,5/4/2000,5/4/2000,1,1,0,0,0,2,2,6,2,1,20256,POINT(4.566667 7.466667)
18713,NIG-2000-2-256-4.2,2000,1,clear,2,Reuters 8-May-00,police,256,Ife - Modakeke,256,Ife - Modakeke,Ife ,1817,Modakeke,1818,Modakeke town  Osun state,1,Nigeria,NGA,566,475,Africa,Osun,Irewole,7.383333,4.266667,,140049,5/4/2000,5/4/2000,1,1,0,0,0,2,2,6,2,1,20256,POINT(4.266667 7.383333)
18715,NIG-2000-2-252-1.1,2000,1,clear,2,Reuters 21-May-00,,252,Efik - Ibibio,252,Efik - Ibibio,Efik,1812,Ibibio,1813,Cross River state,4,Nigeria,NGA,566,475,Africa,Cross River,,5.75,8.5,,137898,5/20/2000,5/21/2000,2,1,0,0,0,45,45,45,45,1,20252,POINT(8.5 5.75)
18716,NIG-2000-2-252-1.2,2000,1,clear,2,Reuters 21-May-00,,252,Efik - Ibibio,252,Efik - Ibibio,Efik,1812,Ibibio,1813,Akwa Ibom state,4,Nigeria,NGA,566,475,Africa,Akwa Ibom,,5,7.833333,,137176,5/20/2000,5/21/2000,2,1,0,0,0,45,45,45,45,1,20252,POINT(7.833333 5)
18717,NIG-2000-2-373-1,2000,1,clear,2,Reuters 24-May-00,police,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Kaduna town  Kaduna State,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,5/22/2000,5/24/2000,2,3,0,0,0,43,43,203,43,0,20373,POINT(7.43828 10.522239)
18718,NIG-2000-3-475-3,2000,0,clear,3,Reuters 2000-05-23,residents,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Aba town (Movement for the Actualization of the Sovereign State of Biafra (MASSOB) headquarters at Faulks Road in),1,Nigeria,NGA,566,475,Africa,Abia,Aba,5.106576,7.366667,,137175,5/23/2000,5/23/2000,1,1,0,0,0,0,0,2,0,0,30475,POINT(7.366667 5.106576)
18719,NIG-2000-3-475-2,2000,0,clear,3,AFP 2000-05-23,head of Christian group,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,5/23/2000,5/23/2000,1,1,0,0,7,0,7,7,0,0,30475,POINT(7.43828 10.522239)
